N;Funding Year;Progress report;Name of Research Line;Research Lines;Year Published;Authors original;CR2 Author;Authors;Title;Journal Name;ISSN;DOI;Url;Abstract Note;Pages;First page;Last page;Issue;Volume;Indexed/Not Indexed;Lines Collaboration;Researchers;Postdoc.;Undergraduated Students;Graduated Students;REGIONAL;FONDECYT;FONDEF;PIA;FONDAP;PAI;EXPLORA;International Cooperation;Astronomia;Becas (PCHA);OTHER (specify);SPECIFY;File
;2020;8;Ciudades Resilientes;;2020.0;"Molina, Luisa T.; Lei, Wenfang; Zavala, Miguel; Almanza, Victor; Garcia, Agustin; Saide, Pablo; Mena-Carrasco, Marcelo";Marcelo Mena;"Molina, Luisa T.; Lei, Wenfang; Zavala, Miguel; Almanza, Victor; Garcia, Agustin; Saide, Pablo; Mena-Carrasco, Marcelo";Atmospheric Pollution: Experience from Mexico City and Santiago de Chile;Air Pollution Modeling and its Application XXVI;;10.1007/978-3-030-22055-6_21;http://link.springer.com/10.1007/978-3-030-22055-6_21;;127-138;127-138;127-138;;;;;;;;;;;;;;;;;;;;;
