;N;Funding Year;Línea de Investigación;Research Lines;Año;Autores;Título;Revista;Ficha de Publicación;Key Words;DOI;ISSN;Abstract;Acceso;Páginas;Volumen;Index
0;;2020;Ciudades Resilientes;;2020.0;"Molina, Luisa T.; Lei, Wenfang; Zavala, Miguel; Almanza, Victor; Garcia, Agustin; Saide, Pablo; Mena-Carrasco, Marcelo";Atmospheric Pollution: Experience from Mexico City and Santiago de Chile;Air Pollution Modeling and its Application XXVI;;air pollution, megacity, mexico city, mitigation strategy, santiago;10.1007/978-3-030-22055-6_21;;;http://link.springer.com/10.1007/978-3-030-22055-6_21;127-138;vol. is.;
