;N;Funding Year;Línea de Investigación;Research Lines;Año;Autores;Libro;Título Capítulo;Ficha de Publicación;ISSN;DOI;Abstract;Acceso;Páginas;Editores;Editorial;Ciudad/País;Idioma
0;;2020;Gobernanza e Interfaz Ciencia y Política;;2019;Hervé, Dominique;La protección del medio ambiente: reflexiones para una reforma constitucional;Tratatamiento constitucional de los recursos naturales en el contexto de la justicia ambiental.;;;;;www.uchile.cl/publicaciones/155741/la-proteccion-del-medio-amb-reflexiones-para-una-ref-constitucional;125-148;;Editorial Jurídica de Chile;Santiago, Chile;Español
