N;Funding Year;Progress report;Name of Research Line;Research Lines;Lines Collaboration;Year Published;CR2 Authors;Authors;Issue;Volume;First page;Last page;Article Title;Journal;Volume Issue;Pages;CR2;NO RESEARCHERS;Researchers;Principal Researchers;Full time Researchers;Associate Researchers;Adjoint Researchers;Postdoc;Undergraduated Students;Graduated Students;REGIONAL;FONDECYT;FONDEF;PIA;FONDAP;PAI;EXPLORA;International Cooperation;Astronomia;Becas (PCHA);OTHER (specify);SPECIFY;Journal Name;ISSN;Name Check;Sub Category;Journal Rank;% Journal Rank;Is it top 10 in category;Journal Impact Factor;5 year Journal Impact Factor;Scimago Quartile;Copy for Cites Title;DOI;DOI WOS;WOS Title;Total Citations 2017;Total Citations;Average per Year;c2012;c2013;c2014;c2015;c2016;c2017;c2018;c2019;c2020;c2021;c2022;DOI AFF;AFF Countries;AFF Institutions;TI WOS;Control doi diff;Int collaboration;Nat collab;N° collaboration national WOS;N° collaboration national SCOPUS;File
279.0;2018;6;Ciudades Resilientes;Ciudades;1.0;2018.0;;Valenzuela, D., Cartagena, I., Santoro, C.M., Castro, V., Gayo, E.M.;;;;;Andean caravan ceremonialism in the lowlands of the Atacama Desert: The Cruces de Molinos archaeological site, northern Chile;Quaternary International;inpress;inpress;1.0;0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;60;0.0;;10;;;;;;30;PIA;Quaternary International;1040-6182;QUATERN INT;Geography, Physical;29/49;59,18%;0.0;2,163;2,488;Q3;Andean caravan ceremonialism in the lowlands of the Atacama Desert: The Cruces de Molinos archaeological site, northern Chile;10.1016/j.quaint.2018.09.016;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;;;10.1016/j.quaint.2018.09.016;{Chile};"{Departamento de Antropología, Universidad de Tarapacá, Cardenal Caro # 348, Arica, 1010068, Chile; Departamento de Antropología, Universidad de Chile, Av. Ignacio Carrera Pinto #1045, Ñuñoa, Santiago, Chile; Laboratorio de Arqueología y Paleoambiente, Instituto de Alta Investigación, Universidad de Tarapacá, Antofagasta #1520, Arica, 1001236, Chile; Departamento de Antropología, Universidad Alberto Hurtado, Almirante Barroso # 10Santiago, Chile; Center for Climate and Resilience Research (CR)2 & Laboratory for Stable Isotope Biogeochemistry, Universidad de Concepción, Chile}";Andean caravan ceremonialism in the lowlands of the Atacama Desert: The Cruces de Molinos archaeological site, northern Chile;TRUE;0.0;1.0;6;5.0;
280.0;2018;6;Agua y Extremos;Extremos;1.0;2018.0;;Valenzuela, R. A., Kingsmill, D. E.;;;;;Terrain-Trapped Airflows and Orographic Rainfall along the Coast of Northern California. Part II: Horizontal and Vertical Structures Observed by a Scanning Doppler Radar;Monthly Weather Review;Vol.146 is.8;2381-2402;1.0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0.0;;0;;;;;;100;-;Monthly Weather Review;0027-0644;MON WEATHER REV;Meteorology & Atmospheric Sciences;20/86;23,26%;0.0;3,247;3,737;Q1;Terrain-Trapped Airflows and Orographic Rainfall along the Coast of Northern California. Part II: Horizontal and Vertical Structures Observed by a Scanning Doppler Radar;10.1175/MWR-D-17-0227.1;10.1175/MWR-D-17-0227.1;Terrain-Trapped Airflows and Orographic Rainfall along the Coast of Northern California. Part II: Horizontal and Vertical Structures Observed by a Scanning Doppler Radar;;1.0;0,33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;10.1175/MWR-D-17-0227.1;{United States, Chile};"{Department of Atmospheric and Oceanic Sciences, University of Colorado Boulder, Boulder, CO, United States; Cooperative Institute for Research in Environmental Sciences, University of Colorado Boulder, Boulder, CO, United States; Department of Geophysics and Center for Climate and Resilience Research, University of Chile, Santiago, Chile}";Terrain-trapped airflows and orographic rainfall along the coast of Northern California. Part II: Horizontal and vertical structures observed by a scanning doppler radar;TRUE;1.0;0.0;2;1.0;
281.0;2018;6;Cambio de Uso de Suelo;Suelo;1.0;2018.0;;Vargas, C. A., Cuevas, L. A., Silva, N., González, H. E., De Pol-Holz, R., Narváez, D. A.;;;;;Influence of Glacier Melting and River Discharges on the Nutrient Distribution and DIC Recycling in the Southern Chilean Patagonia;Journal of Geophysical Research: Biogeosciences;Vol.123 is.1;256-270;1.0;0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;25;0.0;;25;;;;;;0;-;Journal of Geophysical Research: Biogeosciences;2169-8953;J GEOPHYS RES-BIOGEO;Environmental Sciences;62/241;25,73%;0.0;3,484;4,217;Q2;Influence of Glacier Melting and River Discharges on the Nutrient Distribution and DIC Recycling in the Southern Chilean Patagonia;10.1002/2017JG003907;10.1002/2017JG003907;Influence of Glacier Melting and River Discharges on the Nutrient Distribution and DIC Recycling in the Southern Chilean Patagonia;;3.0;1;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;;;10.1002/2017JG003907;{Chile};"{Aquatic Ecosystem Functioning Lab, Department of Aquatic System, Faculty of Environmental Sciences and Environmental Sciences Center EULA Chile, Universidad de Concepción, Concepción, Chile; Center for the Study of Multiple Drivers on Marine Socio-Ecological Systems, Universidad de Concepción, Concepción, Chile; Millenium Institute of Oceanography, Universidad de Concepción, Concepción, Chile; Escuela de Ciencias del Mar, Pontificia Universidad Católica de Chile, Valparaíso, Chile; Instituto de Ciencias Marinas y Limnológicas, Universidad Austral de Chile, Valdivia, Chile; Centro de Investigación de Ecosistemas de Altas Latitudes, Universidad Austral de Chile, Valdivia, Chile; GAIA-Antártica, Universidad de Magallanes, Punta Arenas, Chile; Department of Oceanography and COPAS Sur-Austral, Universidad de Concepción, Concepción, Chile}";Influence of Glacier Melting and River Discharges on the Nutrient Distribution and DIC Recycling in the Southern Chilean Patagonia;TRUE;0.0;1.0;10;8.0;
282.0;2018;6;Agua y Extremos;Extremos;1.0;2018.0;;Viale M., Valenzuela R., Garreaud R.D., Ralph F.M.;;;;;Impacts of Atmospheric Rivers on Precipitation in Southern South America;Journal of Hydrometeorology;Vol.19 is.10;1671-1687;2.0;1;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;48;0.0;;27;;;;;;25;Otro autor;Journal of Hydrometeorology;1525-755X;J HYDROMETEOROL;Meteorology & Atmospheric Sciences;14/86;16,28%;0.0;3,79;4,332;Q1;Impacts of Atmospheric Rivers on Precipitation in Southern South America;10.1175/JHM-D-18-0006.1;10.1175/JHM-D-18-0006.1;Impacts of Atmospheric Rivers on Precipitation in Southern South America;;9.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;;;10.1175/JHM-D-18-0006.1;{United States, Argentina, Chile};"{Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales, CCT-CONICET, Mendoza, Argentina; Departamento de Geofísica, Universidad de Chile, Santiago, Chile; Centro del Clima y la Resiliencia, Universidad de Chile, Santiago, Chile; Center for Western Weather and Water Extremes, Scripps Institution of Oceanography, University of California, San Diego, La Jolla, CA, United States}";Impacts of atmospheric rivers on precipitation in Southern South America;TRUE;1.0;0.0;2;2.0;
283.0;2018;6;Zonas Costeras;Costas;1.0;2018.0;;Wilson,ST.,Bange ,H.W, Arévalo-Martínez,D.L. ,Barnes, J, Borges, A.V, Brown, I, Bullister,JohnL, Burgos,M, Capelle,D.W., Casso, M, De la Paz, M,  Farías, L, Fenwick,L, Ferrón,S,Garcia, G, Glockzin, M, Karl, D.M,  Kock,A, Laperriere,S,  Law, C.S, Manning,C.C, Marriner,A,  Myllykangas,J-P., Pohlman,J.W., Rees, A.P, Santoro,A.E, Torres, M, Tortell, PD, Upstill-Goddard,R.C,.Wisegarver, D.P, Zhang,G.L, Rehder, G. ;;;;;An intercomparison of oceanic methane and nitrous oxide measurements;Biogeosciences;Vol.15 is.19;5891-5907;1.0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70;0.0;;30;;;;;;0;-;Biogeosciences;1726-4170;BIOGEOSCIENCES;Ecology;40/158;25,32%;0.0;3,441;4,373;Q2;An intercomparison of oceanic methane and nitrous oxide measurements;10.5194/bg-15-5891-2018;10.5194/bg-15-5891-2018;An intercomparison of oceanic methane and nitrous oxide measurements;;6.0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;;;10.5194/bg-15-5891-2018;{Canada, United Kingdom, Finland, United States, Germany, Chile, Belgium, China, New Zealand, Spain};"{University of Hawai'i at Manoa, Daniel K. Inouye Center for Microbial Oceanography: Research and Education (C-MORE), Honolulu, HI, United States; GEOMAR Helmholtz Centre for Ocean Research Kiel, Düsternbrooker Weg 20, Kiel, 24105, Germany; Newcastle University, School of Natural and Environmental Sciences, Newcastle upon Tyne, United Kingdom; Université de Liège, Unité d'Océanographie Chimique, Liège, Belgium; Plymouth Marine Laboratory, Plymouth, United Kingdom; National Oceanic and Atmospheric Administration, Pacific Marine Environmental Laboratory, Seattle, WA, United States; Universidad de Cádiz, Instituto de Investigaciones Marinas, Departmento Química-Física, Cádiz, Spain; University of British Columbia, Department of Earth, Ocean and Atmospheric Sciences, Vancouver, BC, Canada; U.S. Geological Survey, Woods Hole Coastal and Marine Science Center, Woods Hole, United States; Instituto de Investigaciones Marinas, Vigo, Spain; University of Concepción, Department of Oceanography, Center for Climate Research and Resilience (CR2), Concepción, Chile; Leibniz Institute for Baltic Sea Research Warnemünde, Rostock, Germany; University of California Santa Barbara, Department of Ecology, Evolution, and Marine Biology, Santa Barbara, United States; National Institute of Water and Atmospheric Research (NIWA), Wellington, New Zealand; Department of Chemistry, University of Otago, Dunedin, New Zealand; University of Helsinki, Department of Environmental Sciences, Helsinki, Finland; University of China, Key Laboratory of Marine Chemistry Theory and Technology (MOE), Qingdao, China; Instituto Español de Oceanografía, Centro Oceanográfico de A Coruña, A Coruña, Spain}";An intercomparison of oceanic methane and nitrous oxide measurements;TRUE;1.0;0.0;2;1.0;
284.0;2018;6;Transversal;Transversal;1.0;2018.0;;Xoplaki, E., Luterbacher, J., Wagner, S., Zorita, E., Fleitmann, D., Preiser-Kapeller, J., Sargent, A. M., White, S., Toreti, A., Haldon, J. F., Mordechai, L., Bozkurt, D., Akçer-Ön, S., Izdebski, A.;;;;;Modelling Climate and Societal Resilience in the Eastern Mediterranean in the Last Millennium;Human Ecology;Vol.46 is.3;363-379;1.0;0;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;;7;;;;;;93;Otros autores;Human Ecology;0300-7839;HUM ECOL;Environmental Studies;69/108;63,89%;0.0;2,188;0,602;Q3;Modelling Climate and Societal Resilience in the Eastern Mediterranean in the Last Millennium;10.1007/s10745-018-9995-9;10.1007/s10745-018-9995-9;Modelling Climate and Societal Resilience in the Eastern Mediterranean in the Last Millennium;;12.0;4;0.0;0.0;0.0;0.0;0.0;0.0;2.0;10.0;0.0;;;10.1007/s10745-018-9995-9;{Turkey, United States, Italy, Poland, United Kingdom, Austria, Germany, Chile};"{Climatology, Climate Dynamics and Climate Change, Department of Geography, Justus-Liebig-University Giessen, Giessen, Germany; Centre of International Development and Environmental Research, Justus-Liebig-University Giessen, Giessen, Germany; Institute for Coastal Research, Helmholtz-Zentrum Geesthacht, Geesthacht, Germany; Department of Archaeology and Centre for Past Climate Change, School of Human and Environmental Sciences, University of Reading, Reading, United Kingdom; Institute for Medieval Research/Division of Byzantine Research, Austrian Academy of Sciences, Vienna, Austria; History Department, Princeton University, Princeton, NJ, United States; History Department, Ohio State University, Columbus, OH, United States; European Commission, Joint Research Centre, Ispra, Italy; Center for Climate and Resilience Research, Department of Geophysics, University of Chile, Santiago, Chile; Geological Engineering Department, Mugla Sitki Kocman University, Mugla, Turkey; Byzantine History Department, Institute of History, Jagiellonian University in Krakow, Krakow, Poland; School of Historical Studies, Institute for Advanced Study, Princeton, NJ, United States; Max Planck Institute for the Science of Human History, Jena, Germany}";Modelling Climate and Societal Resilience in the Eastern Mediterranean in the Last Millennium;TRUE;1.0;0.0;1;1.0;
285.0;2018;6;Agua y Extremos;Extremos;1.0;2018.0;;Yáñez-Morroni, G., Gironás, J., Caneo, M., Delgado, R., Garreaud, R.;;;;;Using the Weather Research and Forecasting (WRF) Model for Precipitation Forecasting in an Andean Region with Complex Topography;Atmosphere;Vol.9 is.8;304;1.0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;;20;;;;;;80;-;Atmosphere;2073-4433;ATMOSPHERE-BASEL;Meteorology & Atmospheric Sciences;57/86;66,28%;0.0;1,704;1,775;Q3;Using the Weather Research and Forecasting (WRF) Model for Precipitation Forecasting in an Andean Region with Complex Topography;10.3390/atmos9080304;10.3390/atmos9080304;Using the Weather Research and Forecasting (WRF) Model for Precipitation Forecasting in an Andean Region with Complex Topography;;2.0;0,67;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;;;10.3390/atmos9080304;{Chile};"{Departamento de Ingeniería Hidráulica y Ambiental, Pontificia Universidad Católica de Chile, Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile; Centro de Investigación para la Gestión Integrada de Desastres Naturales (CIGIDEN), Centro de Desarrollo Urbano Sustentable (CEDEUS), Centro Interdisciplinario de Cambio Global UC (CCG-UC), Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile; Dirección Meteorológica de Chile (DMC), Portales 3450, Estación Central, Santiago, 9170018, Chile; Departamento de Geofísica, Centro de Ciencia del Clima y la Resiliencia, Universidad de Chile, Blanco Encalada 2002, Santiago Centro, Santiago, 8370449, Chile}";Using the Weather Research and Forecasting (WRF) model for precipitation forecasting in an Andean region with complex topography;TRUE;0.0;1.0;4;4.0;
286.0;2018;6;Zonas Costeras;Costas;1.0;2018.0;;Yevenes, MA., Figueroa, R., Parra., O;;;;;Seasonal drought effects on the water quality of the Biobío River, Central Chile;Environmental Science and Pollution Research;Vol.25 is.14;13844-13856;1.0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;40;0.0;;30;;;;;;30;fondap/conicyt 15130015;Environmental Science and Pollution Research;0944-1344;ENVIRON SCI POLLUT R;Environmental Sciences;82/241;34,02%;0.0;2,8;2,989;Q2;Seasonal drought effects on the water quality of the Biobío River, Central Chile;10.1007/s11356-018-1415-6;10.1007/s11356-018-1415-6;Seasonal drought effects on the water quality of the Biobio River, Central Chile;;2.0;0,67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;;;10.1007/s11356-018-1415-6;{Chile};"{Departamento de Recursos Hídricos. Facultad de Ingeniería Agrícola, Universidad de Concepción, Sede Chillán, Chile; Centro de Ciencia del Clima y la Resiliencia (CR)2, Concepción, Chile; Centro de Recursos Hídricos para la Agricultura y la Mineria (CRHIAM), Concepción, Chile; Facultad de Ciencias Ambientales, Centro de Ciencias Ambientales EULA, Universidad de Concepción, Sede Chillán, Chile}";Seasonal drought effects on the water quality of the Biobío River, Central Chile;TRUE;0.0;1.0;4;4.0;
287.0;2019;7;Agua y Extremos;Agua;1.0;2019.0;Camila Alvarez;"Addor, Nans; Do, Hong X.; Alvarez-Garreton, Camila; Coxon, Gemma; Fowler, Keirnan; Mendoza, Pablo A."; is.nan;vol.nan;;;Large-sample hydrology: recent progress, guidelines for new datasets and grand challenges;Hydrological Sciences Journal;vol.;1-14;1.0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8;0.0;0.0;9;0;0.0;83.0;0.0;0.0;0;-;Hydrological Sciences Journal;0262-6667;HYDROLOG SCI J;Water Resources;39/91;42,86%;0.0;2,18;2,51;Q2;Large-sample hydrology: recent progress, guidelines for new datasets and grand challenges;10.1080/02626667.2019.1683182;10.1080/02626667.2019.1683182;Large-sample hydrology: recent progress, guidelines for new datasets and grand challenges;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;10.1080/02626667.2019.1683182;{United Kingdom, United States, Australia, Viet Nam, Chile};"{Climatic Research Unit, School of Environmental Sciences, University of East Anglia, Norwich, United Kingdom; School of Civil, Environmental and Mining Engineering, University of Adelaide, Adelaide, Australia; Faculty of Environment and Natural Resources, Nong Lam University, Ho Chi Minh City, Viet Nam; School for Environment and Sustainability, University of Michigan, Ann Arbor, MI, United States; Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research, Santiago, Chile; School of Geographical Sciences, University of Bristol, Bristol, United Kingdom; Department of Infrastructure Engineering, University of Melbourne, Parkville, Australia; Department of Civil Engineering, Universidad de Chile, Santiago, Chile; Advanced Mining Technology Center, Universidad de Chile, Santiago, Chile}";Large-sample hydrology: recent progress, guidelines for new datasets and grand challenges;TRUE;1.0;1.0;4;4.0;
288.0;2019;7;Agua y Extremos;Agua;1.0;2019.0;Rene Garreaud Salazar;Aguayo, R., León-Muñoz, J., Vargas-Baecheler, J., Montecinos, A., Garreaud, R., Urbina, M., Soto, D., Iriarte, J. L.;;;;;The glass half-empty: climate change drives lower freshwater input in the coastal system of the Chilean Northern Patagonia;Climatic Change;vol. is.;;1.0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30;0.0;0.0;30;0;0.0;0.0;0.0;0.0;40;IFOP y otro;Climatic Change;0165-0009;CLIMATIC CHANGE;Meteorology & Atmospheric Sciences;11/86;12,79%;0.0;4,168;4,783;Q1;The glass half-empty: climate change drives lower freshwater input in the coastal system of the Chilean Northern Patagonia;10.1007/s10584-019-02495-6;10.1007/s10584-019-02495-6;The glass half-empty: climate change drives lower freshwater input in the coastal system of the Chilean Northern Patagonia;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;10.1007/s10584-019-02495-6;{Chile};"{Departamento de Ingeniería Civil, Facultad de Ingeniería, Universidad de Concepción, Concepción, Chile; Departamento de Química Ambiental, Facultad de Ciencias, Universidad Católica de la Santísima Concepción, Concepción, Chile; Centro Interdisciplinario para la Investigación Acuícola (INCAR), Concepción, Chile; Departamento de Geofísica, Facultad de Ciencias Físicas y Matemáticas, Universidad de Concepción, Concepción, Chile; Centro de Recursos Hídricos para la Agricultura y Minería (CRHIAM), Concepción, Chile; Departamento de Geofísica, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Centro de Ciencia del Clima y la Resiliencia (CR2), Santiago, Chile; Departamento de Zoología, Facultad de Ciencias Naturales y Oceanográficas, Universidad de Concepción, Concepción, Chile; Instituto Milenio de Oceanografía (IMO), Universidad de Concepción, Concepción, Chile; Instituto de Acuicultura, Centro de Investigación Dinámica de Ecosistemas Marinos de Altas Latitudes (IDEAL), Universidad Austral de Chile, Puerto Montt, Chile; Centro de Investigación Oceanográfica COPAS Sur-Austral, Universidad de Concepción, Concepción, Chile}";The glass half-empty: climate change drives lower freshwater input in the coastal system of the Chilean Northern Patagonia;TRUE;0.0;1.0;11;11.0;
289.0;2019;7;"Zonas Costeras;Agua y Extremos;Gobernanza e Interfaz Ciencia y Política";Costas, Agua, Gobernanza;3.0;2019.0;Maria Catalina Aguirre Galaz, Heloisa Rojas Corradi, Rene Garreaud Salazar;"Aguirre, Catalina; Rojas, Maisa; Garreaud, René D.; Rahn, David A."; is.1;vol.2.0;;;Role of synoptic activity on projected changes in upwelling-favourable winds at the ocean’s eastern boundaries;npj Climate and Atmospheric Science;vol.2.0;44;3.0;0;3;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0.0;0.0;100;0;0.0;0.0;0.0;0.0;0;-;npj Climate and Atmospheric Science*;2397-3722;SCIE – ISI;0;0;0%;0.0;0;0;0;Role of synoptic activity on projected changes in upwelling-favourable winds at the ocean’s eastern boundaries;10.1038/s41612-019-0101-9;10.1038/s41612-019-0101-9;Role of synoptic activity on projected changes in upwelling-favourable winds at the ocean's eastern boundaries;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;10.1038/s41612-019-0101-9;{KS 66045 USA, Chile};"{ Ctr Ciencia Clima & Resiliencia, CR2, Santiago, Chile;  Univ Valparaiso, Fac Ingn, Escuela Ingn Civil Ocean, Valparaiso, Chile;  Ctr Observac Marino Estudios Riesgos Ambiente Cos, COSTAR, Valparaiso, Chile;  Univ Chile, Fac Ciencias Fis & Matemat, Dept Geofis, Santiago, Chile;  Univ Kansas, Dept Geog & Atmospher Sci, Lawrence, KS 66045 USA}";Role of synoptic activity on projected changes in upwelling-favourable winds at the ocean's eastern boundaries;TRUE;1.0;0.0;4;;
290.0;2019;7;Cambio de Uso de Suelo;Suelo;1.0;2019.0;Mauricio Humberto Galleguillos Torres;"Alaniz, A. J., Pérez‐Quezada, J. F., Galleguillos, M., Vásquez, A. E.; Keith, D. A.";;;;;Operationalizing the IUCN Red List of Ecosystems in public policy;Conservation Letters;vol. is.;;1.0;0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;40.0;20;0;0.0;0.0;0.0;0.0;40;otros autores;Conservation Letters;1755-263X;CONSERV LETT;Biodiversity Conservation;2/59;3,39%;1.0;7,397;8,3;Q1;Operationalizing the IUCN Red List of Ecosystems in public policy;10.1111/conl.12665;10.1111/conl.12665;Operationalizing the IUCN Red List of Ecosystems in public policy;;1.0;0,5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;10.1111/conl.12665;{Switzerland, Australia, Chile};"{Centro de Estudios en Ecología Espacial y Medio Ambiente—Ecogeografía, Santiago, Chile; Departamento de Recursos Naturales Renovables, Universidad de Chile, Santiago, Chile; Departamento de Gestión Agraria, Facultad Tecnológica, Universidad de Santiago Chile, Santiago, Chile; Instituto de Ecología y Biodiversidad (IEB), Universidad de Chile, Santiago, Chile; Center for Climate and Resilience Research (CR2), Universidad de Chile, Santiago, Chile; Departamento de Geografía, Universidad de Chile, Santiago, Chile; Centre for Ecosystem Science, University of New South Wales, Sydney, NSW, Australia; New South Wales Office of Environment and Heritage, Sydney, NSW, Australia; IUCN Commission on Ecosystem Management, Gland, Switzerland; IUCN Species Survival Commission, Gland, Switzerland}";Operationalizing the IUCN Red List of Ecosystems in public policy;TRUE;1.0;1.0;6;6.0;
